E,pt,eta,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106912,63629.9,-1.10187,0.196604;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282525,125063,1.45402,1.4673;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205012,92661.2,-1.42784,-1.77314;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280807,96407.9,-1.72976,-1.00449;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113312,46245.8,1.54047,-2.13698;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123258,55259.7,-1.4332,0.989823;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43839.1,34718.9,-0.690695,-0.93035;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67756.4,25392.2,-1.63305,-0.184284;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69030,56971.8,0.61958,-2.91548;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422875,48313,2.8591,-0.616635;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513938,36451.3,-3.33798,2.37573;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102649,55155.3,1.22792,1.45344;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52564.9,48207.2,0.338827,0.154549;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192865,55282.4,1.91941,2.4006;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53660.3,31216.8,1.13091,0.898218;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46878.1,41084,-0.49255,3.08738;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116737,97281.5,-0.600031,-0.0840897;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451446,82276.4,-2.38663,-2.83211;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119971,39804.2,1.76465,-1.75582;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45991.3,45565.6,-0.0883662,0.716362;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63184.2,57454.7,-0.36369,-3.09572;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64439.5,52677.8,-0.650532,2.04929;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210246,48580,-2.14359,-0.781058;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140465,127749,-0.429786,1.19404;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78232.4,36026.6,-1.40867,2.88743;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79743.1,65383.1,0.630628,-0.170275;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360724,94171,-2.01682,2.54498;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39947.5,38846.2,0.194561,2.95295;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108604,28238.5,-2.01847,0.431208;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113550,27626.1,-2.09076,2.41579;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86278.6,36725.3,-1.49364,2.38315;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94549.5,87182.4,0.384561,-0.167362;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77497.4,61654,0.697057,1.27743;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719557,82111.7,-2.86019,0.485103;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51817.3,35179.6,0.916177,-2.90042;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198358,51671.5,2.01973,-1.38183;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113882,36464.5,1.8009,-2.3797;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81050.3,38609.3,1.3666,1.49005;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196337,165794,0.565316,-2.65209;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364285,25464,-3.35244,0.622602;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239746,33680.1,2.65044,1.96376;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92980.8,90427.2,0.19841,0.944971;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182922,41365,-2.16438,2.92994;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219213,34682.5,-2.52928,1.29846;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341644,49124.2,2.62699,2.27528;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275058,101776,1.64968,-0.286348;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469350,224219,-1.3688,-0.117;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194264,53014.4,-1.97171,0.328733;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410051,63367.4,2.55364,1.54964;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144747,58163.4,1.55603,1.66668;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92410.6,46456.9,1.31007,-0.766197;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326040,156465,1.36163,-0.124419;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161649,123583,0.759996,-1.68699;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128430,65885.9,-1.28483,-1.40219;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44552.5,38252.2,-0.557488,1.73861;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81330.4,45388,-1.16659,0.66339;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129847,59779,-1.40853,-0.627174;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407765,58975.5,2.62052,0.665193;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293429,68359.8,2.13397,2.95653;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573848,50101.7,3.12934,1.44362;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54717.4,53991.9,-0.0982414,2.90875;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670807,129206,-2.3304,-0.212201;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94752,63388.8,0.949913,1.71787;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83060.7,81073.5,0.154642,2.16209;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168379,80981.6,-1.34875,-2.901;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65331.1,50995.7,-0.709546,0.245231;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230266,57814,2.05803,-0.108408;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55629.3,49910.8,-0.448648,0.0556565;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124933,58304.8,1.38084,2.66596;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236592,155055,-0.976178,-1.12074;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307043,48613.7,2.52949,-0.676732;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29074.6,28755.2,-0.115438,-2.16228;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327846,41822.1,-2.74763,-3.02939;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92969.2,59608.9,1.00752,0.805672;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74990.4,36842.6,1.33668,-2.5538;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58355.4,52977.3,0.43003,-3.02654;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153965,64562.5,1.51238,-0.963345;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942915,40616.1,-3.83742,2.4787;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99985.5,30864.1,1.84039,-2.00267;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100563,78996.4,0.700974,1.67182;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235285,42275.4,-2.40084,2.01567;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92761.7,52174.2,1.17242,2.21364;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49578,27780.4,1.16818,1.41794;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199683,51228.9,-2.03442,2.37113;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.85E+06,49115,-4.75551,2.67484;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39540.6,37898.4,0.233922,0.631834;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939019,27099.5,-4.23822,-1.61757;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129845,84184.7,-0.986266,-0.760333;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274625,78939.8,1.91765,-1.18356;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+06,134871,-3.16914,2.9854;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58913.2,53328.5,0.448276,0.931435;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140099,29948.2,-2.22423,1.95872;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103128,71478.5,0.889314,-0.974771;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129881,122219,-0.340242,2.79969;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87815.4,64746,0.802863,2.60098;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188022,43720.2,2.13616,-2.41033;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283044,263658,-0.233959,-1.67676;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124778,64209.8,1.26909,-1.09783;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174503,32290.2,-2.37025,-1.37911;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223151,121605,1.20484,-0.0349368;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129460,128686,-0.0120176,-2.31849;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258990,38005.5,2.60644,1.45653;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178343,106002,1.10474,-0.77158;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166367,47477.2,1.92376,1.89841;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114796,109974,0.288385,2.86222;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.83E+06,35139.1,-4.64497,3.11262;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721173,91168.4,-2.75679,1.93133;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107212,94415.8,0.502886,1.30112;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72989.2,69598.9,-0.233719,3.08987;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121203,30957.1,-2.03992,2.29482;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197661,77806.5,-1.58303,-1.93646;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880819,252242,1.92157,-1.48211;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40372,38518.6,0.29619,1.81506;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436554,84417.1,2.32556,-2.99861;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39273,33560.3,-0.560707,-0.883792;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342531,45701.2,2.70247,1.35666;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+06,63525.2,-3.92675,-0.0647206;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166682,118027,-0.877063,1.60537;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300316,54145,2.39789,1.11135;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.48E+06,53163.8,4.02216,1.89738;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103504,53777,1.27004,0.181552;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67238.5,36062,1.2266,2.08668;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744059,80749.3,-2.91063,2.78712;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223940,111859,-1.31558,2.74221;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503272,33933.6,3.38843,0.638275;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366601,205643,1.1714,1.60384;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67346.2,38020.4,-1.16964,3.09417;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138816,35586.1,2.03585,2.47955;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161371,87313.9,1.19829,-0.0708622;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937212,38715.6,3.87936,0.382996;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73527,30405.7,-1.52816,0.720454;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237686,52798.4,-2.18346,2.68022;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129525,65043.8,-1.29903,1.78392;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137524,97065.6,0.881957,2.75519;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402384,101095,2.05816,3.00535;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66449.4,63841.8,-0.197349,0.0497476;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803032,95424,2.81936,-2.19226;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53802.3,50939.1,0.278712,2.45071;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67301.8,31223.4,1.39744,-1.067;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312753,56356.8,-2.39739,2.10062;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.30E+06,29875.5,4.46872,0.766072;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102630,85794,-0.594508,-2.976;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177158,135112,-0.768374,0.938965;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148668,71244.7,-1.35384,0.918932;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108299,28980,-1.99009,0.102098;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62491,45624.5,-0.825593,-3.04716;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866141,77821.2,-3.1005,-2.79488;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349795,79748.1,2.15743,0.140152;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.22E+06,70352.3,3.54872,-1.72659;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121709,62224,1.28087,-1.29472;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103911,43986.4,-1.49848,-1.93221;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.10E+06,68692.7,-3.46714,-2.24497;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129940,45861.6,-1.70068,-1.70842;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285181,60505.6,-2.23182,-0.265541;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73769.3,36909.5,1.31327,-0.319521;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619554,121454,2.31236,1.6619;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344057,61346.1,2.40893,2.33862;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146540,58364.5,1.56467,-0.649876;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257331,39564.7,-2.55912,1.56659;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248068,84726.7,1.73486,0.97789;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149229,55957.8,-1.63517,0.0821404;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271864,25555,3.05525,2.30512;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91320.9,42791.4,1.38396,-1.09601;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90023.8,43231.7,-1.35459,-2.69424;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.26E+06,98239.7,-3.24521,-1.01051;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.34E+06,83231.6,3.47396,1.97921;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56668.1,48792.5,-0.518831,1.18678;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497888,43006.8,-3.13995,1.79897;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115476,41326.8,1.68419,2.91127;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56846.2,54744.1,-0.238831,-2.0355;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284786,30803.6,2.91407,1.85617;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144989,34936.1,2.09891,-1.39155;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570609,35626.3,3.46565,-0.533195;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652743,39558.9,3.4955,-1.40031;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84025.9,50087.5,1.10329,-1.772;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609364,38917.1,-3.44302,2.87094;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.10E+06,207193,-2.3509,2.02484;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166175,42041.5,2.05032,2.36217;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63032.7,32780.8,1.26837,-2.67967;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50305.6,46713,-0.361123,-0.850882;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688272,52908.3,-3.25724,-0.426062;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89071.4,50654.6,-1.15998,0.219261;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.13E+06,44973.5,-3.92048,2.2362;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33290.2,32696.9,-0.0353585,-2.94819;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213335,126964,1.10747,-1.93755;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140573,94000.1,-0.94117,-1.45836;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65871.6,56316.6,0.51308,0.98429;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40773.3,37917.7,-0.365927,-0.320344;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134010,50554,-1.62553,-1.20094;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75924.4,63520.6,-0.586197,0.84639;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39507.6,35365.1,0.47046,-1.16445;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37600.4,31288.8,0.624681,-0.910782;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33299.2,27813.6,0.609665,0.457269;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201198,44057.2,-2.19805,-2.01513;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.10E+06,54652.9,-3.69749,-0.643228;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419305,51635.4,2.78319,-2.4895;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639584,27475.2,-3.84017,-0.0715226;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57E+06,32380.7,-4.57501,-2.54319;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73075.3,68752.4,-0.345992,0.544124;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52656.8,46587.9,0.492857,2.57456;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348544,49736.6,-2.6348,-0.741309;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77841.8,62761,0.670112,1.26488;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457315,56550.2,-2.77923,2.43529;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42062.9,35049.1,-0.612288,1.61332;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87610.7,82779.4,-0.310259,0.257268;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241028,27481.8,-2.86096,-1.52758;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182031,66444.2,1.66341,1.80835;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40224.3,34744.2,-0.503056,0.196859;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37042.1,36589.2,-0.0299839,2.1181;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58302.7,49259.7,0.588697,1.79659;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162827,25721.9,2.53044,-0.0105304;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299878,37449.6,2.76919,-0.54845;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201045,90396.4,1.43565,-2.12304;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89741.6,76979.5,0.562445,1.22524;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36152,35456.8,0.172507,1.96236;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131239,37089.4,-1.93091,2.30725;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31822.6,31643.2,8.78E-05,0.102325;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311018,30323.5,3.01831,-0.957665;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31E+06,52000.9,-3.91849,2.35154;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230578,90882.8,-1.58178,0.121009;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226187,59175.4,2.01463,-0.955478;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135696,70666.4,1.26634,2.71563;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46751.2,27292.2,-1.11939,-1.12181;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44946.7,43859.8,-0.146407,0.78144;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46818.1,42727.3,-0.395987,-1.12685;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419776,54225.1,-2.73495,-1.20542;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213710,92048,1.48335,0.0116707;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48984.4,44405.8,-0.440394,-0.59538;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88550.7,87343.1,0.0693926,0.34329;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79267.5,28740.2,1.66996,-0.1263;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37455.8,35220,-0.271284,-0.0910591;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377950,38380.8,2.97751,-1.63901;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42807.4,38360.7,0.461307,-1.53852;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92713.3,49093.5,-1.24747,2.70874;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585895,42796.8,3.30834,0.545396;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77555.4,49674.7,1.00559,0.277868;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474466,92290.9,2.32043,-0.566704;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95880.4,57232.6,1.09684,1.98167;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238481,62167.5,-2.01827,-2.49272;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119877,55148.7,1.40906,1.98264;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481926,70595.4,-2.60787,-0.675145;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54370.4,26441.5,-1.34024,-2.31029;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277048,46652.6,2.46702,1.10496;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197680,52474.6,1.99847,-0.194354;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896889,78679.4,3.12448,-0.148595;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28723.9,26395.5,0.291148,-1.6828;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50382.2,48810,-0.212952,-1.85687;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80410.3,54692,-0.931365,-0.588499;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.78E+06,35320.1,-4.6133,-2.98813;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259383,53595.1,2.25859,2.86707;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45931.2,27033.7,-1.1091,-1.8548;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111482,44774.8,-1.5587,-2.0187;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199429,45908.5,2.14633,2.95152;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521955,34367.5,-3.41239,-2.94022;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35439.5,25697.7,0.835755,0.629296;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109034,28002.9,2.03316,0.44826;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135391,47745.1,-1.70074,-0.906153;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615407,61287.1,2.99702,-2.96476;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28677.4,28192,-0.142987,-0.415108;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85775.1,59400.7,-0.892054,-2.39697;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327067,47714.1,2.61221,2.37116;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87896.9,78092.5,-0.439272,1.70976;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62189.5,50615.1,-0.645841,1.49234;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82919.5,53791.6,-0.99468,-1.60517;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61851.2,25906.3,1.50929,1.2943;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
